"content","cmp_code"
"Wir wollen, dass all diejenigen mitbestimmen können, die schon lange hier leben, und dafür das Wahlrecht ändern.","202"
"Unsere Demokratie darf niemanden aufgrund von Herkunft, Hautfarbe, sexueller Identität, Geschlecht, Behinderung, Religion und Weltanschauung oder Alter ausgrenzen.","503"
"Deswegen heißt Einmischen auch, Jugendlichen die Möglichkeiten zur demokratischen Entscheidung zu öffnen.","202"
"Wir wollen das Wahlalter auf mindestens 16 Jahre senken.","202"
"Einmischen heißt auch, dass Menschen nicht aufgrund einer Behinderung einfach von ihrem Wahlrecht ausgeschlossen werden dürfen.","503"
"Einmischen – das geht aber auch nicht ohne gerechte Repräsentation.","202"
"Wir kämpfen für eine inklusive Demokratie, in der alle mitreden und mitmachen können.","202"
"Gerade deshalb streiten wir für eine gerechte demokratische Repräsentation.","202"
"In den Parlamenten, in der Verwaltung, aber auch in den Parteien.","202"
"Dafür brauchen wir Parteien, die sich zu den Bürgerinnen und Bürgern hin öffnen.","202"
"Wir brauchen starke Parlamente und transparentes Regierungshandeln.","202"
"Es ist beispielsweise nicht hinnehmbar, dass deutsche Waffen an alle Welt verkauft werden – ohne ausreichende parlamentarische und zivilgesellschaftliche Kontrolle.","202"
"Einmischen – das heißt die Freiheit dazu zu haben.","201"
"Der Abbau unserer Bürgerrechte muss ein Ende haben.","201"
"Sicherheit gehört gewährleistet,","506"
"Freiheit gehört nach über zehn Jahren der Einschränkung, die unter den Eindrücken der Terroranschläge in den USA vorgenommen wurden, wieder gestärkt.","201"
"Wir wollen eine offene Gesellschaft, in der Menschen nicht das Gefühl haben müssen, überwacht zu werden – sei es durch den Staat oder immer häufiger durch Unternehmen.","201"
"Der Schutz unserer Privatsphäre und die Stärkung der informationellen Selbstbestimmung sind daher im 21. Jahrhundert umso elementarer.","201"
"Einmischen – das lebt von mündigen VerbraucherInnen.","403"
"Wir brauchen endlich wieder eine Verbraucherpolitik, die unsere Rechte schützt.","403"
"Denn wir können nur Einfluss nehmen, wenn wir wissen, was drin ist, ob im Essen oder im Versicherungspaket.","403"
"Einmischen – das muss auch für die Arbeitswelt gelten.","701"
"Arbeitnehmerinnen und Arbeitnehmer sind keine Arbeitsmaschinen und kein Kostenfaktor, sondern die wichtigste Produktivkraft, die wir haben.","701"
"Deswegen wollen wir ihre Rechte stärken, ihre Ideen und Engagement fördern.","701"
"Einmischen – das heißt für uns, jeder Form von Rechtsextremismus und gruppenbezogener Menschenfeindlichkeit entschieden entgegenzutreten.","503"
"Die NSU-Morde und vor allem der skandalöse Umgang von Verfassungsschutzbehörden, Polizei und Justiz bei der Aufklärung zeigen, wie viel hier noch zu tun ist.","303"
"Diesen immensen Schaden müssen wir beheben und wieder Vertrauen schaffen.","303"
"Wir stärken den Widerstand gegen Nazis mit allen rechtsstaatlichen Mitteln und erheben unsere Stimme auch dann, wenn Rassismus oder Antisemitismus aus der Mitte der Gesellschaft kommen.","503"
"Einmischen – das heißt für uns, eine offene Gesellschaft zu schaffen, in der jede und jeder ohne Diskriminierung,","503"
"ohne Angst vor Unterdrückung – sei es durch den Staat, durch menschenrechts-und demokratiefeindliche Bewegungen, durch private Einrichtungen, durch die eigene Familie – leben, arbeiten und handeln kann.","201"
"Einmischen – das heißt, die Beteiligungsmöglichkeiten des Internets zu nutzen und für alle zugänglich zu machen.","202"
"Wir setzen auf die neuen digitalen Möglichkeiten, um mehr Mitwirkung und mehr Transparenz herzustellen.","202"
"Einmischen – das heißt die Entscheidungsstrukturen auch auf internationaler Ebene fairer zu gestalten.","107"
"Wir wollen deshalb die Vereinten Nationen als internationale Organisation mit der meisten Legitimation weiter demokratisieren","202"
"sowie den Internationalen Strafgerichtshof und das Völkerstrafrecht stärken.","107"
"Machen wir aus gesellschaftlichem Wunsch Wirklichkeit: für mehr Beteiligungsmöglichkeiten, für eine gerechte Repräsentation und für eine neue Politik des Zuhörens.","202"
"Für eine demokratische Gesellschaft, in der sich Einmischung lohnt.","202"
"Zukunft schaffen: Ihre Stimme für ein besseres Morgen",NA
"Schaffen wir einen grünen Wandel für ein besseres Morgen!","305"
"Nachhaltig wirtschaften bedeutet nicht mehr verbrauchen, als auch nachwachsen kann – nicht von der Substanz leben, sondern von den Erträgen.","416"
"Inzwischen wissen wir längst, dass sich dieses Motto nicht nur auf die Ökologie beschränken darf.","416"
"Zukunft schaffen – das heißt zuallererst die Energiewende schaffen.","501"
"Wir erreichen 100 % sichere Energie – ohne Atom, Kohle und andere fossile Energieträger.","501"
"Dazu wollen wir das Gesetz für Erneuerbare Energien (EEG) reformieren, von teuren Industriesubventionen befreien und so die Strompreise sozialer gestalten.","409"
"Wir müssen den Strommarkt so organisieren, dass er den Übergang zu den Erneuerbaren Energien unterstützt, damit er auch dann noch funktioniert, wenn Kohle und Atom endlich verschwunden sind.","403"
"Wir wollen Deutschland vom Bremser zum Vorreiter beim Klimaschutz machen – hier, in Europa und der Welt.","501"
"Wir wollen ein Klimaschutzgesetz, damit es Energiesicherheit und Planungssicherheit gibt.","501"
"Wir sorgen außerdem dafür, dass die Energiewende auch in der Verkehrspolitik ankommt.","411"
"Mit Vorfahrt für FußgängerInnen, Fahrrad, Elektroantrieb und Schienenverkehr ermöglichen wir eine neue, nachhaltige Mobilität für alle","416"
"– unabhängig von fossilen Energieträgern und frei von Lärm, der uns krank macht.","501"
"Zukunft schaffen – das heißt der Wirtschaft eine grüne Richtung geben.","416"
"Wir stehen vor einem gigantischen Umbau unserer Industriegesellschaft hin zu einer ökologischen, also ressourcenleichten und emissionsarmen Wirtschaftsweise.","416"
"Dafür braucht es einen neuen Rahmen, der ökologische Leitplanken und politischen Ziele für soziale Gerechtigkeit,","503"
"eine zukunftsfähige Wirtschaft","416"
"und ausgeglichene Staatsfinanzen setzt.","414"
"Wir können unsere Abhängigkeit vom Weltmarkt reduzieren, indem wir knappe Rohstoffe weniger verwenden, wieder verwenden und durch günstigere und umweltschonendere Rohstoffe ersetzen.","408"
"So leisten wir einen Beitrag für eine umweltverträgliche und gerechte globale Entwicklung.","416"
"Zukunft schaffen – das heißt Generationengerechtigkeit:","706"
"Wir wollen Jugend aktiv beteiligen","202"
"und brauchen Chancengleichheit von Anfang an bis ins Alter.","503"
"Mit vielfältigen Förderangeboten, einem besseren und sozial gerechteren Bildungssystem","506"
"und einer Politik, die Chancengleichheit immer im Blick behält, schaffen wir eine Zukunft, in der jede/r die gleichen Chancen hat, von den gesellschaftlichen Möglichkeiten zu profitieren.","503"
"Zukunft schaffen – das heißt für uns auf Bildung und Wissenschaft zu setzen.","506"
"Von einer zukunftsfähigen Bildungsrepublik sind wir noch weit entfernt.","506"
"Ein gutes Bildungs- und Wissenschaftssystem ist Voraussetzung für die Bewältigung der großen sozialen, ökologischen und ökonomischen Herausforderungen.","506"
"Eine zukunftsfähige Gesellschaft und grüne Ökonomie braucht das Wissen und die Kreativität ihrer Menschen, benötigt gut ausgebildete Fachkräfte und HochschulabsolventInnen,","411"
"lebenslanges Lernen sowie die Innovationen und das Know-how aus Wissenschaft und Forschung","411"
"sowie den Mut von UnternehmerInnen und Unternehmen, nachhaltige Innovationen in die wirtschaftliche Praxis umzusetzen","401"
"Zukunft schaffen – das heißt Familien unterstützen.","603"
"Familien übernehmen zentrale gesellschaftliche Aufgaben – in der Verantwortung für Kinder, aber auch in der Verantwortung für pflegebedürftige Angehörige.","603"
"Das gilt für alle Familien; egal ob homo-oder heterosexuell, ob verheiratet oder nicht, ob Patchwork oder alleinerziehend.","604"
"Deshalb müssen endlich alle Familien gleichgestellt werden.","604"
"Wir finden, dass alle gelebten Familienmodelle unter den Schutz von Artikel 6 Grundgesetz gehören.","604"
"Außerdem wollen wir dafür sorgen, dass alle Familien die Unterstützung bekommen, die sie brauchen, damit Kinder als Bereicherung für Familie und Gesellschaft wahrgenommen werden und Kindererziehung nicht zur Belastung wird.","603"
"Dafür ist die Sicherstellung der Kinderbetreuung genauso wichtig wie die Erkenntnis, dass Familie auch Zeit braucht, die geschützt werden muss.","504"
"Zukunft schaffen – das heißt die Arbeit der Zukunft fördern","701"
"und gerecht zwischen den Geschlechtern verteilen.","503"
"Mit einer dritten, einer grünen industriellen Revolution und mit mehr Arbeit von Menschen für Menschen – ob in Bildung, Gesundheit, Pflege oder Kultur – schaffen wir die Arbeitsplätze von morgen und sichern so Wohlstand und soziale Teilhabe für alle.","701"
"Die Arbeit der Zukunft ist eine gerechter verteilte Arbeit.","701"
"Wir wollen eine inklusive Gesellschaft, in der nicht einerseits Menschen ohne existenzsichernde Arbeit im sozialen Abseits stehen und andererseits unter Beschäftigten „Burnout“ ein Massenphänomen ist und vielen kaum noch Zeit für familiäre oder soziale Aufgaben bleibt.","701"
"Wir werden neue Modelle entwickeln, wie wir in Zukunft Zeit zum Leben und Zeit zum Arbeiten besser miteinander vereinbaren können.","701"
"Zukunft schaffen – das heißt bezahlbares Wohnen für alle.","503"
"Wenn spekulative Mieten eingedämmt werden, kann die Vertreibung vieler Haushalte aus ihrer Nachbarschaft verhindert werden.","403"
"Energetische Gebäudesanierung muss angemessen und kontinuierlich gefördert werden.","501"
"Zukunft schaffen – das heißt vorsorgen.","414"
"Das gilt in der Haushaltspolitik, in der wir insbesondere mit der Vermögensabgabe den gigantischen Schuldenberg abtragen wollen.","414"
"Das gilt für die Arbeitsmarktpolitik, in der wir Rahmenbedingungen für alters- und alternsgerechte Arbeitsbedingungen durchsetzen wollen, damit die Beschäftigten gesund bis zur Rente arbeiten können.","701"
"Das gilt in der Rentenpolitik, in der wir mit der Garantierente auch zukünftigen Generationen das Vertrauen in die Alterssicherung zurückgeben wollen.","504"
"Das gilt aber auch für die Gesundheitspolitik, die auf Vorsorge setzen muss und sich nicht erst kümmert, wenn wir schon krank sind.","504"
"Zukunft schaffen – das heißt die Umwelt erhalten.","501"
"Wir brauchen mehr Schutzgebiete für die Artenvielfalt und ein neues Tierschutzgesetz.","501"
"Wir brauchen eine Landwirtschaft ohne Gentechnik und ohne industrielle Tierproduktion.","501"
"Tiergerecht statt massenhaft – so schaffen wir Zukunft für Mensch, Tier und auch für das Klima.","501"
"Zukunft schaffen – das gelingt nur mit Europa.","108"
"Unserem gemeinsamen Europa.","108"
"Wir stärken deshalb die Demokratie, Solidarität, Solidität, Nachhaltigkeit und die Menschenrechte in der EU.","108"
"Dabei streiten wir für einen ökologisch-sozialen Umbau Europas, statt nur auf einseitige Sparpolitik in den Krisenländern zu setzen.","408"
"Wir wollen eine Bankenunion und eine unabhängige Bankenaufsicht.","108"
"Wir ergänzen die Wirtschafts- und Währungsunion um eine politische Union, damit nicht nur die Finanzmärkte diktieren, was geht und was nicht geht.","108"
"Und wir wollen ein starkes Europaparlament, das die Hinterzimmerpolitik von Frau Merkel beendet und Transparenz vor Lobbyinteressen stellt.","108"
"Zukunft schaffen – das können wir nur, wenn wir die gesamte Welt im Blick haben.","107"
"Unsere Eine Welt.","108"
"Deshalb wollen wir die große Transformation hin zu einer friedlichen, gerechten und nachhaltigen Globalisierung vorantreiben.","107"
"Das heißt auch, das Versprechen, 0,7 % des Bruttonationaleinkommens für die Entwicklungszusammenarbeit einzusetzen, ebenso ernst zu nehmen","107"
"wie die zivile Krisenprävention, bei der das Konzept der Schutzverantwortung umgesetzt wird.","106"
"Das heißt aber auch ein neues Kontrollgesetz einzuführen, um sich gegen Rüstungsexporte einzusetzen und mit einem neuen Kontrollgesetz den Export von Waffen aus Deutschland zu begrenzen.","105"
"Jetzt handeln für ein besseres Morgen!","305"
"Das ist unsere Antwort auf die Merkel-Koalition, die die Energiewende komplett gegen die Wand fährt, die Rettung des Euro immer nur vertagt, die wachsende Armut und Ungleichheit einfach ignoriert.","305"
"Anstatt Herausforderungen anzugehen und der Wirtschaft endlich ein neues, zukunftsfähiges Fundament zu geben, werden falsche Entscheidungen getroffen oder Probleme auf die lange Bank geschoben.","305"
"5. Am 22. September GRÜN wählen",NA
"Liebe Wählerin, lieber Wähler, es ist an der Zeit, dass sich was ändert.","305"
"Statt sozialer Spaltung brauchen wir ein neues Miteinander.","606"
"Statt eines entfesselten Kapitalismus eine Regulierung der Finanzmärkte.","403"
"Statt alten Wachstums echte Lebensqualität.","416"
"Statt einer marktkonformen Demokratie eine demokratische Erneuerung, in der die Menschen etwas zu sagen haben und die Politik gestalten kann.","202"
"Statt einer Rolle rückwärts eine sichere Energiewende und den Erhalt unserer Lebensgrundlagen.","501"
"Statt einer Globalisierung auf Kosten der Armen eine soziale und nachhaltige Weltwirtschaft.","503"
"Wer GRÜN wählt, stimmt für einen Weg aus den Krisen.","305"
"Mit Kompass und Werten und realistischen Lösungen.","305"
"Unser grüner Ministerpräsident Winfried Kretschmann und viele andere GRÜNE in Verantwortung in den Ländern und Kommunen zeigen, was GRÜN kann, wenn GRÜN regiert.","305"
"Und auch unsere SpitzenkandidatInnen Katrin Göring-Eckardt und Jürgen Trittin stehen dafür ein:","305"
"Realismus und Weitsicht, verankert in klaren Werten.","305"
"Schwarz-Gelb betreibt pünktlich zum Wahlkampf reine Ankündigungspolitik, steht in Wahrheit aber mit seiner Politik gegen einen echten Mindestlohn, gegen eine verbindliche Frauenquote, gegen eine entschiedene Energiewende sowie gegen die tatsächliche Gleichstellung gleichgeschlechtlicher Partnerschaften.","305"
"Damit steht die schwarz-gelbe Regierung gegen die gesellschaftliche Mehrheit in diesem Land.","305"
"Deswegen gehört sie auch abgelöst.","305"
"Wir kämpfen eigenständig für unsere Ideen und Inhalte.","305"
"Wir kämpfen in diesem Bundestagswahlkampf für starke GRÜNE in einer Regierungskoalition mit der SPD, weil wir in diesem Regierungsbündnis die besten Chancen sehen, den grünen Wandel umzusetzen.","305"
"Bei dieser Bundestagswahl geht es nicht um eine Direktwahl der Kanzlerin oder des Kanzlers.","305"
"Es geht nicht um die absolute Mehrheit einer Partei.","305"
"Es geht darum, welche Koalition die nächsten vier Jahre Deutschland regiert.","305"
"Wir wollen den grünen Wandel mit einer rot-grünen Koalition erreichen.","305"
"Rot-Grün ist die Alternative zur Merkel-Koalition.","305"
"Koalitionen sind keine Frage von Farben oder Ideologien.","305"
"Koalitionen sind Bündnisse auf Zeit zur Umsetzung gemeinsamer Ziele.","305"
